Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NIV_EDUCA_esta,SEXE
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,149,1,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,83,1,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,190,2,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,184,2,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,65,3,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,101,3,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,83,4,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,89,4,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,37,5,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,56,5,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,15,6,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,15,6,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,220,1,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,137,1,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,201,2,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,177,2,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,58,3,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,88,3,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,53,4,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,51,4,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,32,5,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,28,5,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,19,6,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,25,6,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,302,1,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,170,1,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,338,2,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,380,2,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,123,3,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,165,3,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,130,4,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,145,4,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,62,5,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,69,5,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,40,6,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,27,6,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,284,1,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,157,1,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,309,2,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,336,2,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,149,3,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,138,3,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,113,4,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,127,4,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,51,5,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,48,5,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,39,6,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,56,6,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,328,1,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,211,1,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,327,2,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,418,2,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,104,3,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,106,3,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,85,4,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,123,4,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,54,5,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,59,5,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,25,6,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,16,6,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,197,1,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,131,1,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,254,2,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,237,2,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,85,3,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,85,3,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,81,4,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,86,4,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,61,5,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,56,5,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,23,6,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,33,6,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,285,1,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,173,1,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,355,2,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,452,2,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,103,3,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,128,3,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,64,4,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,106,4,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,38,5,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,34,5,2
