Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NIV_EDUCA_esta,SEXE
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,153,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,80,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,188,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,181,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,70,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,94,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,73,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,87,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,39,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,53,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,16,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,15,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,226,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,141,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,206,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,178,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,59,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,88,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,50,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,52,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,26,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,23,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,17,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,24,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,310,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,172,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,350,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,378,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,116,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,174,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,129,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,136,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,55,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,60,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,37,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,31,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,289,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,167,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,301,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,338,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,132,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,133,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,101,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,133,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,51,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,43,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,31,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,49,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,329,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,210,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,317,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,399,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,104,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,105,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,71,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,120,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,52,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,55,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,16,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,15,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,217,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,145,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,274,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,247,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,81,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,81,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,84,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,91,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,62,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,57,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,25,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,31,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,307,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,183,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,373,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,448,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,115,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,134,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,65,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,109,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,35,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,33,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,36,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,40,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,310,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,203,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,354,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,411,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,88,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,121,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,62,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,97,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,21,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,29,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,29,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,39,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,215,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,129,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,248,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,247,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,114,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,119,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,87,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,98,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,35,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,37,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,21,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,24,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,215,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,134,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,277,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,240,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,114,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,137,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,70,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,96,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,34,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,36,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,24,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1010,21,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,346,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,180,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,324,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,313,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,111,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,141,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,98,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,100,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,39,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,51,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,26,6,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1011,31,6,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,168,1,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,106,1,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,264,2,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,201,2,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,103,3,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,108,3,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,94,4,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,101,4,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,67,5,1
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,47,5,2
1998-01-01,1,Ciutat Vella,1,el Raval,5,1012,22,6,1
