Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NIV_EDUCA_esta,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,103,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,118,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,103,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,155,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,109,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,130,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,179,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,166,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,12,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,17,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,116,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,129,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,127,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,139,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,108,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,122,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,163,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,182,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,8,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,21,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,12,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,331,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,424,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,280,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,413,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,244,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,292,4,2
