Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NIV_EDUCA_esta,SEXE
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,22,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,136,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,237,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,81,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,151,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,93,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,111,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,155,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,153,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,40,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,15,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,194,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,268,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,115,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,170,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,100,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,158,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,145,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,143,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,10,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,15,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,55,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,29,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,449,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,608,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,236,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,335,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,220,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,226,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,223,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,250,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,32,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,31,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,42,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,14,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,262,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,427,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,213,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,285,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,189,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,264,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,323,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,306,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,16,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,22,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,55,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,22,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,296,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,464,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,174,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,292,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,148,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,184,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,253,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,241,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,14,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,23,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,17,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,13,1,2
