Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NIV_EDUCA_esta,SEXE
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,133,1,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,1,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,184,2,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,196,2,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,61,3,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,103,3,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,83,4,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,98,4,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,50,5,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,61,5,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,16,6,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,17,6,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,193,1,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,119,1,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,200,2,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,199,2,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,71,3,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,116,3,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,58,4,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,69,4,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,46,5,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,49,5,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,17,6,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,33,6,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,289,1,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,166,1,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,355,2,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,427,2,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,122,3,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,175,3,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,151,4,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,168,4,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,87,5,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,93,5,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,53,6,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,40,6,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,262,1,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,167,1,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,319,2,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,405,2,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,141,3,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,143,3,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,137,4,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,163,4,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,78,5,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,79,5,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,46,6,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,66,6,2
2001-01-01,1,Ciutat Vella,1,el Raval,3,1005,295,1,1
