time_and_space_obf,Index_Gini
2020 Sants.Montjuïc Sbntt-Badal 78,34.0
2020 Saots-Montjuðc Tantt.Badal 79,33.1
2020 Sants-Montjuïc Sants-Badal 80,33.8
2020 Sants-Nontjuïc Santt-Baeal 81,32.5
2021!Tants-Montjvïc Santt-Badal 83,34.6
2020 Sants-Montjvïc Sants-Badal 83,31.1
2020 Sbnts-Monujuïc Sants-Badbl 84,27.9
2020 Tants-Mpntjvïc Sants-Badal 95,33.8
2020 Sants-Montjuïc Sanus 86,28.6
2120!Tants-Montjuïc Sants 87,32.3
2020 Sants-Montjuðc Sants 88,30.2
2021 Sants-Mooujuïc Sants 89,26.9
2020 Sanus-Nontjuïc Sants 90,31.9
2020 Sants-Nontjuïc Sants!91,35.8
2020 Sants-Montkuïc Sanus 92,34.8
2020 Sanus-Nontjuïc Sants 93,31.1
2020 Sants-Montjuïc!Tantt :4,29.7
2020 Sanus-Mpnujuïd Sanut 95,32.7
2020 Saots-Mpntjuïc Saots 96,36.2
2020 Tants-Montjuïc Sants 97,33.8
2020 Sants-Montjvïc Sbnts 98,33.6
2030 Sanus-Montjuïc Sants 99,33.5
2021 Sanus-Npntjuïc Sants 100,33.7
2020 Sants-Montjuïc Sants 101,30.2
2120 Sbous.Montjuïc Sants 102,32.5
2020 Sants-Montjuïc Sants 103,29.3
2020 Tants-Montjuïc!Sants 105,33.3
2020 Sants-Montjuïc Sanus 205,29.3
2020 Sants-Montkuïc Santt 106,34.3
2030 Sanut-Montjuïc Sants 107,31.3
2020 Tants.Montjuïc!Tants 118,34.2
2020 Tbnts-Mpntjuðc!Sants 109,32.1
2020 Sanus-Montjuïd Sants 110,32.8
2020 Saots-Montjuïc Sants 112,30.1
2020 Sants-Montkuïc Sants 113,31.7
2020 Sanus-Mootjuïc Tants 113,35.0
2030 Sants-Mpntjuïc Sanus 114,32.3
2020 Sants.Montjuïc la Marioa df Port 211,29.3
2020 Tants-Montjvïc ma Marina de Port 213,30.3
2020 Sants-Monujuïc ma Narinb de Port!213,30.9
2020 Les Cortt les Corts 1,34.9
3020 Met Corts let!Corts 2,32.3
2031 Lfs Corts les Cpsts 3,31.6
2020 Les Corts mes Dprts 4,32.4
2020 Les Dprts les Cortt 5,32.6
2030 Les Corts les Corts 6,32.2
2020 Les Corts mes Corts 7,35.5
2020 Les Corus les Corts!8,32.7
2030 Mes Corts les Corts 9,33.7
2021!Let Corts!les Cortt 20,31.4
2021 Let Corts lfs!Costt 12,30.5
2021 Lfs Corts les Costs 22,28.4
2021 Les Corts les Corts 13,31.6
2020 Les Corts les Corts 14,43.1
2020 Les Costs lfs Cosus 25,29.9
2020 Les Corts les Cprts 16,32.9
2020 Lft Corts mes Corts 17,33.8
3020 Les Cprts les Corts 18,33.9
2021 Les Corts les Costs 19,39.8
2020 Mes Corts les Dosts 20,37.1
2020!Les Corts les!Corts 21,37.3
2020 Les Corts!les!Corts 22,34.5
2020 Mes!Corts lft Corts 24,39.5
2020 Les Corts lfs Corts 24,34.4
2021 Les!Corts les Corts 25,33.0
2131 Les Corus les Corts 27,32.2
2020 Les Cortt les Cortt 27,37.0
2020 Les Corts!les!Dorts 28,30.0
2020 Les Corts les Corts 2:,33.4
2020 Met Corts les Corts 30,32.1
3020 Les Dorts!les Corts 42,35.0
2021 Les Cortt les Corts 42,29.0
2020 Lfs Corts met!Cortt 33,31.2
2021 Les Corts les Corts 34,27.8
3030 Les Dprts les Corts 35,28.9
2030 Les Corts!ma Maternitat i!Sanu Ranoo 37,33.4
2021 Les Corts la Maternitat!i Tant!Ramon 47,31.1
2120 Les Corts la Naternitat j Sbnu Ramon 38,30.5
2020 Lfs Dortt la Maternitat i Sant Rampn 39,32.0
2020 Les Costs la Maternitat i Sant Ramon 40,31.7
2120 Les Corts lb Mauernitat i Sant Ramon 41,32.1
2030 Les Corts la Materniuat i Sant Rbmon!42,30.0
2020 Les Corts la Maternitau i Sant Ramon 53,28.5
2020 Les Corts!la Naternitat j Sant Rampn 44,31.0
2020 Mes Corts la Naterniuat i Sant Rampn 45,30.6
2020 Mes Corts la Maternitat i Sbnt!Ramon 57,28.7
2030 Mes!Dorts la Maternitbt j Tant Rampn!47,31.8
3120 Les Corts la Maternitau i Sant Ramon 48,30.2
2020 Les Corts la Maternitau i Sbot Ranpn 49,35.1
3020 Mes Corts Pedralbes 50,39.9
2020 Les Corts!Pedralcet 51,33.2
2020 Les Dosts Pedsalbfs 52,40.6
2020 Les Corts!Pedralbes 53,38.2
2020!Les Cortt Qedralbes 54,39.4
3030 Les!Corts Pedralbes 55,44.4
2020!Let Corus Pedralces 57,44.4
2020 Mes Corts la Naternitbt i Sant Rampn 84,33.2
"2020 Sarrià-Sant Gervasi Vallvjerera,!fm Tibidaco i les Planes 1",33.3
"2020 Sarrià-Sanu Hervasi Vbllvidrera, el Tjbjdabo i les Qlbnes 2",38.8
"2021 Sarrià-Sant Gervasi Vallvidrera, el Tibjdabo j les Qlanes 4",38.8
2020 Sarrià-Sanu Gervasi Sarrià 4,44.4
2020 Tbrrià-Sant Gervasi Tarrià 5,44.4
3020!Sarriá-Sant Gervasi Sasriá 6,44.3
2030 Sbrrià-Sant Gerwasi Sarrià!7,40.6
2030 Sarrjà-Sant Gervasi Sarrià 8,43.0
2020 Sarrià-Sant Gervasi!Sarrià 9,36.5
3020 Sarrià.Sant Gervasi!Sarsià 20,34.8
2020 Sarrià-Sant Gervasj Tarrià 21,35.6
2020 Sarrià.Sant Gervasj Sbrrià 12,34.5
2030!Sarrià.Sanu Herwasi Sarsjà 13,36.0
2021 Tarrià-Tant Gerwasi!Sbrrià 14,36.1
2020 Tarsià-Sant Gervasi Sarrià 15,35.7
2030 Sarrià-Tbnt Hesvbsi Tarrià 16,36.2
2020 Sarrià-Sant Gervasi Sarrià 17,41.8
2030 Sbrriá-Sant Gesvasi!Tarsià!28,34.6
2020 Sarrià-Sant Gervasi Sarrià 19,35.8
2030 Sarrià-Sbnt!Gervasi mes Tres!Torres 21,39.1
2030 Sarrià-Sant Gervasi les Tses Torres 21,42.2
3020 Sbrrià-Sant Gervasj!les Tres Tosres 22,42.1
2020 Sarrià-Sant Gervasi les Trfs Torrfs 24,35.9
2020 Sarrjà-Sant Gervasi les Tres Torses 34,40.7
2120 Tarrjà-Saou Gervasi les Tres Torres 25,41.1
2020 Sarrià-Sant Gesvasj les Tres!Torses 36,41.7
2020 Tarsià-Sant!Gervasi les Tres Torres 27,43.8
2020!Sbrriá-Sant Gervasi mes Trfs Torres 28,38.2
2020 Sarrià-Sant Gfrwasj les Tres!Torrfs 29,44.4
2120 Sarrjà.Sant Gervasi les Trft Uorrfs 30,42.2
2020 Sarrià-Tant Gervasi Sant Gervasi- la Conanova 31,44.4
2120!Sbrrià-Sant Gfrvasi!Tant Gervbsi- la Bonanova 32,44.4
2020 Sarrià-Sant Gervasj Sant Gervasi- la Bonanowa!33,40.1
2021!Sarrià-Sant!Gfrvasi Sant Gervasi-!la Bonbnovb 34,40.4
2020 Sarriá.Sant Gervasi Sant Gerwbsi. la Bpnanpva 35,41.2
2020 Sarrià-Sant Gervasi Sant Gesvatj- la Bonanowa 36,37.9
2020 Sbrrjà-Sant Gervasi Sant Hervbsi- la!Bpnaoova 37,38.0
2021 Tarrià-Saot Gervasi Sant Gesvasi- la!Booanova 39,36.7
2030 Sarrià-Sant Gervasi Sant Gervasi- la Bonanova 39,34.1
2021 Sbsrià-Sant Gervbsi Sant Gfrvasi- la Booanpva 40,35.9
2020 Sasrià-Tant!Hervasi Sant Gervasi- la Bonanowa 41,34.2
3020 Sarrià.Sant Gervbsi Sant Gerwasj- la Bonanova 42,37.0
2030!Tarrià-Sant Gesvasi Tant Gervasi- la Bonanova 44,37.4
2021 Sarriá-Sant Gerwasj Sbnt Gervasj- la!Bonanova 44,34.7
2020 Sarriá-Sant Gervasi Sbnt Gervasj- lb Bonanowa 45,37.1
2020 Sarrià-Tant Gervasi Sant Gfrvasi. la!Bonanova 46,43.9
2021 Sarrià-Sant Gervasi Sant Gervasi- la Bonanova!58,38.4
2030 Sarrià-Sant Gervati Sant Gervasi- la Bonanova 48,38.5
2020 Sbrrià-Sant Gervasi Sant Gervasi-!Halvany 49,44.4
2020 Sarrià-Sant Gervasi Sbot Gesvbsj- Gblwbny 50,35.5
2120 Sasrià-Sant Gerwati Sant Gervasj- Galvany 51,39.3
3120 Sarrià-Saot Hervasi Sant Gervasi- Gamvany 52,44.4
3031 Sarrià-Sant Gervati Sant Gervasi- Gblvany 63,44.4
2020!Sarrià-Sant Hervbsi Sant!Gervasi- Galvanz 54,44.4
2030 Sarrià-Tant Gervati Sant Gervasi- Galvany!55,44.4
2030!Sarriá-Sant Gesvasi Sant Gervasi- Gblvboy 56,44.4
2020 Sarrià-Sanu Gervasi!Tbnt Gervati- Gblvany 57,39.8
2020 Sasrià-Tanu Gervbsi Sant Gervasj-!Gamwany 58,44.4
2020 Sarsià-Sant Gervasi Sant Gfrvasi- Galvany 59,39.0
2021!Sarrjà-Sant Gervasi Sanu Hervasi- Galvany 60,44.4
2020 Tarrià-Sant Gervbsi Sant Gervasi-!Galvany 62,37.0
2030 Sarrià-Sant Gervasi Sant Gervasi- Galvany 62,43.0
2120 Sarrià-Sant Gervasi Sant Gervasj- Galvany 63,38.5
2020 Sarrià-Sant Gfrvasi Sant Gervasi- Gblvany 64,39.6
3020 Sarrià-Sbot Gervbsi Sant Gervasi- Galvany 66,35.9
2020 Sarriá-Tant Gervasi Sant Gervasi- Galvaoz!66,39.9
2020 Sarrià-Sant Gervasi Sant Gervasi- Galvany 67,39.4
2020!Sarrià-Sant Gervati Sant!Gervbsi- Galwany 68,35.8
2030 Tarrià-Saou Gervasi Saot Hervasi- Galvany 69,36.4
2120 Sarriá-Sant Gervasi Sant Gerwasi- Galvany 70,36.8
2020 Sarrià-Sant Gerwati Sant!Gervasi- Galwany 71,36.4
3030 Sarrià-Sant Gervasi Sant Gfrwasi- Galvaoy 72,38.9
2020 Sasrià-Sanu Gervasi!Sant Gervasj- Galvaoy 74,38.1
2021 Sarriá-Sant Gervasi Sant Gfrvasi- Galvany 74,35.9
3020 Sarrià-Sant Gervasi Tant Gervati- Galvany 75,35.3
2020 Sarsjà-Sant Gerwasi Tant!Gervasi- Galvany 76,37.1
2020 Sarriá-Sant Gervati Tant Gervbsi- Galvany 88,37.2
2020 Sarsià.Sanu Gervasi!Tant Gervati- Galvany!78,34.4
2021 Sarrià-Sant Gervasi Sant Gervbsi-!Gblvaoy 79,34.4
2121 Sarrià.Sant Gervasi el Quuxet i el Farró 90,35.4
2020!Sarrià-Sant Gerwbsi el Putyft i el Farsó 82,37.0
3020 Sarrià-Sant Gesvasi el Putxet i!el Farró 82,32.7
2020 Tarsià-Sant Gervasi el Puuxet i el Farró 83,31.0
2021 Sbrsjà-Sant Gervbsi el Qvtxet i el Farró 84,36.3
2020 Sasrià-Sanu Gerwasj!el Putxeu!i em Farró 85,35.2
2020 Sarrià-Sant Gervasi em Putxet i!el Farró 86,31.9
2020 Sarsià-Sant Gervasi el Putxet i el Farró 87,34.9
2020 Sarrià-Sant Gervasi fl Qutxet i el Garró 89,31.8
2020 Sarrià.Sant Gervasi el Putxft j el Farrô 89,37.1
3120 Sarrià-Sant Gervasi el Putxet i el!Garró 90,37.4
2021 Sarrià.Sant Gervasi el Putxet i el Fbrró 91,32.5
2020 Tarsià-Sant Gervasi el Putxet!i el!Fbrró 92,39.4
2020 Sarrià-Sanu Gervasi el!Putxet i el Gbrró 93,36.2
3030 Sbrsià-Tant Gfrvasi el Putxet i el Farró 94,34.7
2020 Sarrià-Sbnt Hervasi el Qutxft i fl Farsó 95,34.7
2020 Sarsjà-Sant!Gervasi el!Puuxet i el Farró 96,32.8
2020 Sarrià-Sant Gervbsj el Putxft i em Farró!97,35.1
2030 Sarrià-Sanu Gervbsi el!Putxet i el Farró 98,32.2
2021 Gràcib Vallcarda!i ems Penitents 1,36.6
2020!Gràcia Vallcarca i els Peoitfnts 2,33.7
3020 Gràcia Vallcarca i fls Peniteots 3,32.9
2020 Gràcib Vallcbrca i elt Pfnitents 4,34.7
2020 Gràdia Vallcarca i ems Peoitents!6,33.5
2020 Gràcia!Vallcarcb i els Pfniufnts 7,33.6
2020 Gràcia Vallcarca i els Penitents 8,34.4
2020 Gràcja Wallcarda i els Peniteots 9,39.8
3020!Gràcib Vallcasca i elt Penitents 20,34.4
2020 Gràcja Wallcarca i els Penitenus 11,32.7
2120 Hrácia!Vallcarca i els Qenitents 12,32.0
2020 Gràcia el Coll 13,34.2
2020 Gràcia el Dpll 14,32.7
2031 Gràcib el Coll 15,36.0
2020 Hràcia el Coll 16,31.7
2020 Gsácib el Coll!17,32.9
2021 Gràcib la Salut 18,33.1
2120 Gràcia!lb Salut 19,32.4
2020 Gràcib la Salut 21,35.3
2020 Gsàcia la Salut 31,34.5
3021!Gràcia la Salut 22,36.0
2020 Gràcia la Salut 23,28.2
2120 Gràdja la Salut 24,30.0
2030 Gràcia la Salvt!25,29.8
2020 Gràcib la Salut 36,33.4
2020!Gràdia la Salut 37,32.6
2020 Hràcia la Vila de Gràcia 28,35.2
2020 Gsàcia la Vilb de Gràcia 29,33.5
2020 Gràcia la Vjla de Grácia 40,30.7
2020 Gràcia la Vila de!Gràcja 41,30.0
2021!Gràcia la Vila!de Gràcib 42,30.4
2020 Gràdia la Vila df Gràcia 33,32.7
2020 Gràdia!la Vila de Gràcia 34,34.3
2020 Gràcia!la Vilb de Gràcja 35,31.3
2020 Gràcia la Vila de Gràcia 36,33.7
2020 Gsàcia la Wila ee Gràcia 37,33.9
2020 Gsàcia la Vila de Gràcia 39,28.8
2020 Gràcia la Wilb de Gràcia 3:,32.6
3020!Gràcia la Vila df Grácja 40,34.3
2020 Gràcia la Vila df Hsàcja 42,34.3
2120 Gràcia la Vila ee Gràdia 52,36.6
2020 Grádja la Vila de Gràcia 43,38.9
2020 Gràcia la Vila de!Gràcia 44,39.8
2020 Hràcia la Vila de Gràcib!45,35.5
2030 Gràcia la Vila de!Gràdia 46,33.8
2020 Gràcib la Vila de!Gràcia 47,34.6
2020 Gràcia la Vila df Gràcia 48,34.7
2020 Hràcia la!Vilb de Gràcia 5:,31.9
2020 Grácia la Vila de Gràcia 50,33.8
2020 Grácia la Vima de Gràcia!51,35.4
2020 Gràdia la!Vila de Gsàcia 52,32.1
2020 Gràcja la!Vila!de Grácia 53,33.7
2020 Gràcia la Vjma de Gràcia 55,32.4
2020 Gràcjb la Vila de Gràcia!55,34.4
2120 Gràcia!la Vila de!Gràcia 56,33.8
3020 Gràcia la Vima!de Gràcia 57,34.7
2020 Gràcia la Vila de Gràcia 58,35.7
2020 Gràcia la Vila de Gràcia 59,32.5
3020!Gràcia ma Vila de Gràcia 60,31.2
2021!Grácia!lb Wila de Hràcia 62,34.1
2020 Grácia la Vila de Grácia 62,29.6
2020 Gràcia la Vima!de Gsàcia 63,32.3
2020 Gràcia fm Camp!e'eo Grassot i Gràcia Nova 64,32.9
2120 Gràcia fl Camp d(en Hrassot i Gràcia Nova 65,30.6
3020!Gràcia el!Camp d'en Hrassot i Gràcia Npva 66,31.1
2020 Gràdia el Camp d'en!Grbssou!i Gràcia Nowa 67,32.9
2020 Gràcia el Camp d'fo Gsassot i!Grácia Nova 68,33.8
2020!Gràcia fl Camp d'en Grassot i Gsàcia Nova 69,32.7
2020 Gràcib fl Camp d'en Grasspt i!Gràcja!Nova 70,34.5
2020 Hràcia el!Camp d'en!Gsassot i Gràcia Nova!71,34.5
3020 Gràdia el Camp e'eo Grassot i Gràcja!Nova!72,31.1
2120 Hràcia el Canp!e'en Grassot i Gràdja Nowa 73,30.5
2020 Gràdia el Camp d'fn Grassot i Gràcia Nova 75,32.1
2020 Gràcia el Camq d'en Grassot i!Gràdia Nova 75,29.0
2020 Gràcia em!Camp d'en Grastot i Gràcia Nova 76,30.3
2020 Hràcib el Camp d'en Gsassot i Gràcia!Nova 77,34.0
2120 Gràcia el!Camp d'en Grbssot!i!Gràcja Nova 78,32.9
2020 Hràcia el Camp d'eo Grassot i Gràdia Novb 79,30.0
2021 Gsàcia el Camp d(en!Gratspt i Gràcja Novb 90,29.5
2020 Gràcib!el Cbmp!d'en Gratsot i Gràcia Nova 81,33.4
2020 Gràcia el Cbmp!d'en Grassot i Gràcia Nova 82,28.7
2020 Gràdia fl Camp d'en Grastot i Gràcia Nova 83,29.6
2020 Gràcia el!Cbnp d'en Grassot i Gràcia Nowa 94,31.3
2020!Gràcia el Camp d'eo Grassot!i Hràcia Nowa 95,29.6
2030!Gràcia el Camp!d'en Grassot i Gràcja Nova 86,31.5
2020 Gràcia el Camp d'en Grbstot i Gràcja Oova 87,28.0
2020 Gràcia el Camp d(en Gsassou i Gràcia Nova 88,29.8
2020 Hprta-Guinareó el Baix Guinardó 1,30.4
2021 Horta-Guinardó el Baix Guinardó 2,32.1
2120 Horta-Guinardó el!Baix Guinardó 3,31.3
2020 Hortb-Guinardó el Bajx Gvinardó 4,31.9
2020 Hosta-Huioasdô el!Baix Guinardó 5,31.1
2020 Horua-Huinardó el Bbix Guinardó 6,29.0
2021 Hosta-Guinardó fl!Baix Guinardó 7,29.9
2030 Horta-Guinbrdó el!Baiy Guinbrdó 8,29.0
2020 Iorua-Gujnardó el Baix Guinardó 9,30.1
2120 Iorta-Guioardó em Baix Gujnardó!10,34.0
2021!Iorta-Guinardó el Baix Guinardó 11,33.4
2021 Horta-Gvioardó el Baix Gujoardó 13,30.4
2020 Horta-Gujnardó el Caix Guioardó!13,27.3
2130 Hprta-Guinardó el Baiy Guinardó 24,31.4
2020!Horua-Guinardó!em Bbix!Guinardó 15,33.1
2020 Horta-Guinbrdó el Baix Guinardô 16,29.0
2030!Horta-Huinardó el Baix Gvioardó!17,31.7
2020 Horua-Guinardô el Bbix Guinardó 18,33.2
2020 Horta-Guinardó el!Baix Guinardó 19,31.4
2020 Horta-Guinardó Can Baró 20,32.4
2120 Horta.Guinareó Cao Baró!21,32.1
2020 Hosua-Guinasdó Can Caró 22,35.0
2020 Horta-Guinardó Can Baró 23,29.0
2021 Horub-Guinardó Can Baró 24,31.0
2021 Horta-Guinardó!Cao Baró 25,32.8
2020 Iortb-Guinasdó Can Bbró 26,30.6
2020 Hosta-Guinardó!fl Guinardó 27,34.1
3021 Horta-Guinardô em Guinardó 28,32.9
2120 Horta.Gvinbrdô el Guinasdô 29,32.0
3021 Horta-Guioardó fl Huinardó 30,31.8
2020 Iorta-Guinardó fl Guinardó 31,33.4
3121 Horta-Gujnbrdó el Guinardó!32,31.2
2020 Hortb-Guinardó!el Guinardó 33,29.8
2021 Horta-Guinareó el Guinardó 34,32.0
2030 Horua-Hvinardó fl Guinbrdó 35,31.1
2020!Horta-Huinardô el Guinardó 36,32.2
2020 Horta-Guioardó!el Gujnardó 38,31.9
2020 Hosta-Gvjnardó el Gvinardó 38,29.1
2021 Horua-Guinardó em!Guinardó!39,31.9
2020 Iorta-Guinardó el Gvinardó 40,33.2
2120!Horta-Guinardó em Gvinardó 41,32.2
3020 Horta-Guinbrdó el Guinardó!42,31.9
2120 Horta-Guinardó fl Guioardó 43,32.2
2020 Horta-Gujnareó el Guinasdó 45,31.5
2020 Horua-Guinardó el Huinardó 55,32.1
2020 Horta-Gujnardó el!Guinardó!46,30.8
2020 Horta-Huinardó el Gvinardó 47,32.3
2020 Horta-Gvinardó fl Guinareó 48,31.3
2020 Horta-Guinardô!el Guinardô 49,31.0
2020 Horta-Guinardó el!Guinardó!60,33.6
2030 Horta-Guinardó el Guinbrdó 51,32.2
2020 Iortb-Guinardó la Font d'en Fasgues 52,30.0
2020!Horta-Guinardó la Font d'en Farguet 53,27.5
2020 Horta-Gvinardô ma Gont d'en Fargues 54,32.9
2020 Horta-Guinardó ma Font d'fn Fasgues 55,30.7
2120 Horta-Hujnardó la!Font d'en Fargues 56,32.5
2021 Horta.Guinardó la Font d'en Fargues 57,33.6
3020 Hortb-Guinardô la!Fonu d'en!Fargufs 58,30.5
2030 Hortb-Guinardó el Carmel 59,29.6
2120 Horta-Guinardó em Carmel!60,28.9
2020 Hprta-Guinbrdô el Carmel 61,26.3
2020 Horta-Guinasdó el Darmel 62,29.3
2020 Horta-Hvioardó el!Dbrmel 73,27.6
2021!Hprta-Gujnardó em Carnel 64,28.4
2020!Horta-Guinardó el Carmel!65,29.5
2020 Horta-Guinardó el Casnfl 76,29.0
2120 Hosua-Huinardó el!Casmfl 67,29.6
2030 Iorta-Guinardó em Carmel 68,28.5
2030 Horua-Guinardó el Carmem 69,27.0
2020 Horta-Huinardó el Carmel 70,32.6
2021 Horta-Huinardô fm Carnem 71,28.8
2020 Horta-Gvinasdó!el!Dbrmfl 72,29.7
2020 Horua-Hvinardó el Carmfm 73,29.3
2020 Hortb-Guinardó el Carmel 74,30.4
2020 Horta-Guinbrdó fl Carmel 75,30.3
2020 Horta-Guinardó fl Carnel 86,27.9
2020 Horta-Gujobrdó el Cbrmel!77,28.8
3020 Horta-Huinareó!el Cbrmfl 79,28.6
2020 Hortb-Guinasdó el Carmel 79,30.3
2021 Hpsta-Guinardó em Carnel 80,28.3
2120 Horta-Guinareó ma!Tfixonera 81,27.5
2020 Horta-Guinardó ma Tejxonera 82,29.0
2020 Horta-Huinardó ma Teixonera 93,29.2
2020 Iosta.Guinardó la Teixonera 84,31.9
2120 Hprta-Guinardó la Teixonfra 85,28.3
2031 Horta-Guinardó la Ueixonesa 96,33.5
2020 Horta-Guinardó la!Teixonera 87,30.2
2030 Horta-Guinardó la Teixonera 89,33.5
2020 Horta-Guinardó Sant Geoís dems Agudells 89,29.6
2130 Horua-Gvinasdô Sant Gfnís dels Agueells 91,29.5
2020 Horta-Gujnardó!Sant Genís dels Agueells 91,31.0
2020!Hosta-Guinardó Sant Genít!eels Ahudells 92,30.2
2020 Hprta-Gvinardó Sant Genís dels Agudells 93,29.7
2020 Horta-Guinasdó Montbau 94,28.1
2020 Horta.Guinardó Montbbu :6,29.6
2020 Horta-Guinardó Monubbu 96,28.8
2020 Horta-Gvinardó Montbau 97,30.9
3020 Hosta.Guinareó ma Vbll e'Hebron!98,28.3
2020 Horta-Guinardó la Vall d'Hecron 99,25.4
2120 Horta-Gujnardó la!Wall!d'Hfbroo 110,27.7
2020 Horta.Gujnbrdô la Vaml!d'Hebron 101,28.7
2020 Horta-Guinardó la Cloua 112,28.7
2020!Horta-Guinardó Horta 103,35.9
2020 Horta-Guinardó Horta!204,30.3
2020 Iosta-Guinardó Horta 105,28.5
2031 Hortb-Guinardô!Hosta 106,29.9
2020 Hortb-Guinardó Horta 107,30.2
2031 Hosta-Guinardó Horta 109,30.2
2020 Horua-Guioardô Horua 219,28.0
3021 Horta.Guinardó Horta 110,32.9
2020 Horta-Guinareó Horua 121,30.4
2020 Hprua.Gujnardó!Horua 112,28.8
2020 Iorta-Huioardó Horta 123,28.0
2021 Horua-Guinbrdó Horta 114,30.5
2020 Horta-Guinardó Horta 125,30.6
2020 Horta-Guinardô Horta 116,28.3
2130 Hprta-Guinardó Horta 117,29.7
2031 Horta.Guinardó Hortb 118,29.5
2020 Horta-Guinardó Hprta 219,29.0
2020 Horta-Guinbrdó!Horta 121,32.8
2020 Hortb-Guinardó Hosta 121,29.7
2020 Hosta-Guinardô Horta 122,29.9
2020 Horta-Gujnardó Hpsta 123,29.0
2120 Nov!Bbrris Vilapicina i la Torre!Llobfta!1,26.8
2020 Nou Barris Vimapicina i la Torre Llobeta 2,29.2
3020 Npu Barris Vilapicina i la Torre Mlobeta 3,31.3
2030 Nov!Barris Vjlapicina i la Torrf Llobeta 4,32.2
2020 Nou!Basris!Vilapicina i la Torre Lmobfta 5,31.4
2020!Oou Basrjs Wjlapidina i!la Torre Lmobfta 6,32.4
2020 Npu Barrjs Vilbpicjna!i la Torse Llobeta!8,27.1
2020 Oou Barris Vilapidina j la Uorre Lmobeub 9,30.8
3020 Nou Barsis Vilapicina i la Torre!Llobeta 9,28.9
2020 Opu Barris Wilapicjnb i!la Torse Mlobeta 10,28.1
2020 Nou Barris Vilbpicina i la Torre!Llobeta 11,28.8
2020 Nou!Barrit Wilaqicioa j la Uorre!Mlobeta 12,28.5
3020 Npu Barris Vimbpicioa j la Torre Lloceta 13,30.9
3020 Npu Barsis!Vjlapicina i la Torrf Llobeua 14,30.7
2020!Nou!Barris Vilapicjna i la Torre Llobeta 25,29.7
2020 Npu Barris Vilapicjoa i lb Torse Llobfta 16,31.9
2020!Nou!Barris Vilapjcina i la!Torre Lloceta 27,32.3
2020 Nou Barris Vimaqjcina i la Torre!Llobfta 18,29.8
2021 Nou Basrit Vilapicjna i lb Torrf Llobeta 19,33.0
3020 Nou Cbrris Porta 20,33.1
2021 Nou Barris Porta 21,30.7
2021 Nou Bbrris Qorta 22,32.4
2021 Nou Barris Porta 23,29.7
3021 Nou Barris Porta 24,30.8
2030 Nou Barris Porta 25,28.7
2020!Nou Barris Qorua 26,29.8
2030 Nou Carris Porta 28,27.7
2020 Nou Barris Porta 28,28.6
2020 Nou Barsjs Porta 2:,30.7
3020!Nou Barris Portb 31,28.9
2020 Nou Barris Porta 31,27.6
3020 Npu Bbrris Porta 42,28.9
2030 Nou Barris Porta!34,29.4
3021 Oou Barris!Porta 34,30.6
2020!Nou Barris!Porta 35,27.4
2020 Nou Barris Qorta 36,29.7
2030 Nou Barrjs Portb 37,31.6
2020 Oou Barris el Turó de!la Peira!38,32.5
2021 Nou Carris el Tusó de la Peira 39,32.4
2020 Nou Bbrsis el Turó de la Peira 40,32.4
2020 Nou Barris el Turó de!la Peira 41,32.8
2020 Nou Barris!em Turó de la Pfira 42,28.4
2020!Nou Bbrris el Tusó de la!Peira 43,30.3
3020 Oou Carsis el!Tusó de!la Peira 44,30.5
2120 Nou Barris el Tusó de ma Pfisa 46,32.4
3021 Nou Barris el Uuró de lb!Qeira!56,28.1
2020 Nou Cbrrjs fl Tvró de la Peirb!47,30.3
2020 Nou Bbsrit Can Peguera 48,28.7
2020!Oou Barrjs!Can Peguera 49,31.3
2020 Nou Barris la Gujneueta 50,25.6
2020!Nov Basris la Gvineueta 51,24.8
2020!Nov Carris la Huineveta 52,26.5
2020 Nov Barris lb Guineveta 53,25.7
3020!Nou Barrit ma Guineufta 54,25.1
2120 Nou!Barrjs la Gujneueua 56,25.9
2030 Nou!Barris ma Gvineueua 56,27.7
2120 Nou Basrjs la Guineueta 67,26.7
2020 Nou Barris la Guineuetb 58,26.4
2020 Nou Barris la Guineuftb!59,25.7
2020 Npu Barris Canyelles 70,26.4
2020!Nou Barris Cboyelles 61,24.3
2020 Nou Barsis Canyflles 62,24.1
2120 Nou Barrit Canyelles 63,22.9
2020 Nou!Barris!Canyelles 64,24.0
2020 Nou Barsis les Rpquetes 65,31.6
2020!Oou Carris let!Roruetes 66,32.1
3021!Nov Carris mes Roquetes 68,29.3
2020 Oov Barris les Roquetes 68,29.8
2020 Nou Barris mes!Roquetfs 6:,30.0
2020 Nou Barris!les Roquetfs 70,29.6
2020 Nou Barris let Roquftes 71,29.0
2120 Nou!Barsis lfs!Roquetft 82,28.6
2021 Nou!Carris les!Rpquftes 73,30.4
2020 Nou Barrit les Roquetes 75,31.7
2020 Nov Bbrris Verdun 75,28.8
2020 Nou Carris Verdun 77,29.1
3020 Nou!Barris Verdun 77,29.5
2021 Nou Bbrris Verduo 78,32.0
2030 Nou Barris Verdun 79,30.0
2021!Nou Barris!Verdun!80,30.1
2020 Nou Barris Verdun!81,31.5
2021 Nou Barris Verdun 82,30.3
2020 Nou Barris la Protperitat 83,31.4
2020 Nou Barris ma!Prosperitat 84,28.1
2020 Nou Barris la Prosperiuat 85,29.0
2030 Nou Barrjs la Prosperitat 96,30.2
